id,title,url,locator,revision,accessed_on,kind,scope,limitations
evidence:qwen-qwen3-coder-30b-a3b-instruct-context,Qwen3-Coder-30B-A3B-Instruct — context declaration,https://huggingface.co/Qwen/Qwen3-Coder-30B-A3B-Instruct/blob/b2cff646eb4bb1d68355c01b18ae02e7cf42d120/README.md,"README.md: context length / model specification / usage limits; matching lines 18, 33, 87",b2cff646eb4bb1d68355c01b18ae02e7cf42d120,2026-09-15,publisher-report,Qwen/Qwen3-Coder-30B-A3B-Instruct؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:qwen-qwen3-coder-30b-a3b-instruct-weight-files,Qwen3-Coder-30B-A3B-Instruct — selected weight-file sizes,https://huggingface.co/api/models/Qwen/Qwen3-Coder-30B-A3B-Instruct?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,b2cff646eb4bb1d68355c01b18ae02e7cf42d120,2026-09-15,calculated-from-specifications,Qwen/Qwen3-Coder-30B-A3B-Instruct؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:qwen-qwen3-embedding-0-6b-card,Qwen3-Embedding-0.6B — model card,https://huggingface.co/Qwen/Qwen3-Embedding-0.6B/blob/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/README.md,"README.md: model description / architecture / intended use; matching lines 18, 20, 26, 28",97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-0.6B؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:qwen-qwen3-embedding-0-6b-metadata,Qwen3-Embedding-0.6B — Hub metadata,https://huggingface.co/api/models/Qwen/Qwen3-Embedding-0.6B?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-0.6B؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:qwen-qwen3-embedding-0-6b-parameters,Qwen3-Embedding-0.6B — parameter specification,https://huggingface.co/Qwen/Qwen3-Embedding-0.6B/blob/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/README.md,"README.md: parameter count / named model variant; matching lines 12, 30, 34, 44, 72, 77, 145, 146, 149, 197, 213, 219",97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-0.6B؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:qwen-qwen3-embedding-0-6b-license,Qwen3-Embedding-0.6B — license declaration,https://huggingface.co/Qwen/Qwen3-Embedding-0.6B/blob/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/README.md,README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 2,97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-0.6B؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:qwen-qwen3-embedding-0-6b-config,Qwen3-Embedding-0.6B — configuration,https://huggingface.co/Qwen/Qwen3-Embedding-0.6B/blob/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-0.6B؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:qwen-qwen3-embedding-0-6b-context,Qwen3-Embedding-0.6B — context declaration,https://huggingface.co/Qwen/Qwen3-Embedding-0.6B/blob/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/README.md,"README.md: context length / model specification / usage limits; matching lines 35, 42, 44, 45, 46, 47, 48, 49, 54, 151, 158",97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-0.6B؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:qwen-qwen3-embedding-0-6b-weight-files,Qwen3-Embedding-0.6B — selected weight-file sizes,https://huggingface.co/api/models/Qwen/Qwen3-Embedding-0.6B?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3,2026-09-15,calculated-from-specifications,Qwen/Qwen3-Embedding-0.6B؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:qwen-qwen3-embedding-4b-card,Qwen3-Embedding-4B — model card,https://huggingface.co/Qwen/Qwen3-Embedding-4B/blob/5cf2132abc99cad020ac570b19d031efec650f2b/README.md,"README.md: model description / architecture / intended use; matching lines 18, 20, 26, 28",5cf2132abc99cad020ac570b19d031efec650f2b,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-4B؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:qwen-qwen3-embedding-4b-metadata,Qwen3-Embedding-4B — Hub metadata,https://huggingface.co/api/models/Qwen/Qwen3-Embedding-4B?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,5cf2132abc99cad020ac570b19d031efec650f2b,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-4B؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:qwen-qwen3-embedding-4b-parameters,Qwen3-Embedding-4B — parameter specification,https://huggingface.co/Qwen/Qwen3-Embedding-4B/blob/5cf2132abc99cad020ac570b19d031efec650f2b/README.md,"README.md: parameter count / named model variant; matching lines 12, 30, 45, 72, 77, 144, 145, 148, 196, 212, 218, 246",5cf2132abc99cad020ac570b19d031efec650f2b,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-4B؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:qwen-qwen3-embedding-4b-license,Qwen3-Embedding-4B — license declaration,https://huggingface.co/Qwen/Qwen3-Embedding-4B/blob/5cf2132abc99cad020ac570b19d031efec650f2b/README.md,README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 2,5cf2132abc99cad020ac570b19d031efec650f2b,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-4B؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:qwen-qwen3-embedding-4b-config,Qwen3-Embedding-4B — configuration,https://huggingface.co/Qwen/Qwen3-Embedding-4B/blob/5cf2132abc99cad020ac570b19d031efec650f2b/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",5cf2132abc99cad020ac570b19d031efec650f2b,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-4B؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:qwen-qwen3-embedding-4b-context,Qwen3-Embedding-4B — context declaration,https://huggingface.co/Qwen/Qwen3-Embedding-4B/blob/5cf2132abc99cad020ac570b19d031efec650f2b/README.md,"README.md: context length / model specification / usage limits; matching lines 35, 42, 44, 45, 46, 47, 48, 49, 54, 150, 157",5cf2132abc99cad020ac570b19d031efec650f2b,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-4B؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:qwen-qwen3-embedding-4b-weight-files,Qwen3-Embedding-4B — selected weight-file sizes,https://huggingface.co/api/models/Qwen/Qwen3-Embedding-4B?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,5cf2132abc99cad020ac570b19d031efec650f2b,2026-09-15,calculated-from-specifications,Qwen/Qwen3-Embedding-4B؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:qwen-qwen3-embedding-8b-card,Qwen3-Embedding-8B — model card,https://huggingface.co/Qwen/Qwen3-Embedding-8B/blob/1d8ad4ca9b3dd8059ad90a75d4983776a23d44af/README.md,"README.md: model description / architecture / intended use; matching lines 18, 20, 26",1d8ad4ca9b3dd8059ad90a75d4983776a23d44af,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-8B؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:qwen-qwen3-embedding-8b-metadata,Qwen3-Embedding-8B — Hub metadata,https://huggingface.co/api/models/Qwen/Qwen3-Embedding-8B?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,1d8ad4ca9b3dd8059ad90a75d4983776a23d44af,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-8B؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:qwen-qwen3-embedding-8b-parameters,Qwen3-Embedding-8B — parameter specification,https://huggingface.co/Qwen/Qwen3-Embedding-8B/blob/1d8ad4ca9b3dd8059ad90a75d4983776a23d44af/README.md,"README.md: parameter count / named model variant; matching lines 12, 28, 44, 70, 75, 143, 144, 147, 191, 206, 212, 241",1d8ad4ca9b3dd8059ad90a75d4983776a23d44af,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-8B؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:qwen-qwen3-embedding-8b-license,Qwen3-Embedding-8B — license declaration,https://huggingface.co/Qwen/Qwen3-Embedding-8B/blob/1d8ad4ca9b3dd8059ad90a75d4983776a23d44af/README.md,README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 2,1d8ad4ca9b3dd8059ad90a75d4983776a23d44af,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-8B؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:qwen-qwen3-embedding-8b-config,Qwen3-Embedding-8B — configuration,https://huggingface.co/Qwen/Qwen3-Embedding-8B/blob/1d8ad4ca9b3dd8059ad90a75d4983776a23d44af/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",1d8ad4ca9b3dd8059ad90a75d4983776a23d44af,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-8B؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:qwen-qwen3-embedding-8b-context,Qwen3-Embedding-8B — context declaration,https://huggingface.co/Qwen/Qwen3-Embedding-8B/blob/1d8ad4ca9b3dd8059ad90a75d4983776a23d44af/README.md,"README.md: context length / model specification / usage limits; matching lines 33, 40, 42, 43, 44, 45, 46, 47, 52, 149, 156",1d8ad4ca9b3dd8059ad90a75d4983776a23d44af,2026-09-15,publisher-report,Qwen/Qwen3-Embedding-8B؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:qwen-qwen3-embedding-8b-weight-files,Qwen3-Embedding-8B — selected weight-file sizes,https://huggingface.co/api/models/Qwen/Qwen3-Embedding-8B?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,1d8ad4ca9b3dd8059ad90a75d4983776a23d44af,2026-09-15,calculated-from-specifications,Qwen/Qwen3-Embedding-8B؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:qwen-qwen3-reranker-0-6b-card,Qwen3-Reranker-0.6B — model card,https://huggingface.co/Qwen/Qwen3-Reranker-0.6B/blob/e61197ed45024b0ed8a2d74b80b4d909f1255473/README.md,"README.md: model description / architecture / intended use; matching lines 16, 18, 24, 26",e61197ed45024b0ed8a2d74b80b4d909f1255473,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-0.6B؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:qwen-qwen3-reranker-0-6b-metadata,Qwen3-Reranker-0.6B — Hub metadata,https://huggingface.co/api/models/Qwen/Qwen3-Reranker-0.6B?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,e61197ed45024b0ed8a2d74b80b4d909f1255473,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-0.6B؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:qwen-qwen3-reranker-0-6b-parameters,Qwen3-Reranker-0.6B — parameter specification,https://huggingface.co/Qwen/Qwen3-Reranker-0.6B/blob/e61197ed45024b0ed8a2d74b80b4d909f1255473/README.md,"README.md: parameter count / named model variant; matching lines 10, 28, 44, 66, 89, 92, 138, 139, 141, 230, 231, 273",e61197ed45024b0ed8a2d74b80b4d909f1255473,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-0.6B؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:qwen-qwen3-reranker-0-6b-license,Qwen3-Reranker-0.6B — license declaration,https://huggingface.co/Qwen/Qwen3-Reranker-0.6B/blob/e61197ed45024b0ed8a2d74b80b4d909f1255473/README.md,README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 2,e61197ed45024b0ed8a2d74b80b4d909f1255473,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-0.6B؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:qwen-qwen3-reranker-0-6b-config,Qwen3-Reranker-0.6B — configuration,https://huggingface.co/Qwen/Qwen3-Reranker-0.6B/blob/e61197ed45024b0ed8a2d74b80b4d909f1255473/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",e61197ed45024b0ed8a2d74b80b4d909f1255473,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-0.6B؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:qwen-qwen3-reranker-0-6b-context,Qwen3-Reranker-0.6B — context declaration,https://huggingface.co/Qwen/Qwen3-Reranker-0.6B/blob/e61197ed45024b0ed8a2d74b80b4d909f1255473/README.md,"README.md: context length / model specification / usage limits; matching lines 33, 39, 41, 42, 43, 44, 45, 46, 51, 119, 123, 144",e61197ed45024b0ed8a2d74b80b4d909f1255473,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-0.6B؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:qwen-qwen3-reranker-0-6b-weight-files,Qwen3-Reranker-0.6B — selected weight-file sizes,https://huggingface.co/api/models/Qwen/Qwen3-Reranker-0.6B?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,e61197ed45024b0ed8a2d74b80b4d909f1255473,2026-09-15,calculated-from-specifications,Qwen/Qwen3-Reranker-0.6B؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:qwen-qwen3-reranker-4b-card,Qwen3-Reranker-4B — model card,https://huggingface.co/Qwen/Qwen3-Reranker-4B/blob/22e683669bc0f0bd69640a1354a6d0aebcfeede5/README.md,"README.md: model description / architecture / intended use; matching lines 16, 18, 24",22e683669bc0f0bd69640a1354a6d0aebcfeede5,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-4B؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:qwen-qwen3-reranker-4b-metadata,Qwen3-Reranker-4B — Hub metadata,https://huggingface.co/api/models/Qwen/Qwen3-Reranker-4B?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,22e683669bc0f0bd69640a1354a6d0aebcfeede5,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-4B؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:qwen-qwen3-reranker-4b-parameters,Qwen3-Reranker-4B — parameter specification,https://huggingface.co/Qwen/Qwen3-Reranker-4B/blob/22e683669bc0f0bd69640a1354a6d0aebcfeede5/README.md,"README.md: parameter count / named model variant; matching lines 10, 26, 43, 64, 87, 90, 136, 137, 140, 229, 230, 274",22e683669bc0f0bd69640a1354a6d0aebcfeede5,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-4B؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:qwen-qwen3-reranker-4b-license,Qwen3-Reranker-4B — license declaration,https://huggingface.co/Qwen/Qwen3-Reranker-4B/blob/22e683669bc0f0bd69640a1354a6d0aebcfeede5/README.md,README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 2,22e683669bc0f0bd69640a1354a6d0aebcfeede5,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-4B؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:qwen-qwen3-reranker-4b-config,Qwen3-Reranker-4B — configuration,https://huggingface.co/Qwen/Qwen3-Reranker-4B/blob/22e683669bc0f0bd69640a1354a6d0aebcfeede5/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",22e683669bc0f0bd69640a1354a6d0aebcfeede5,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-4B؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:qwen-qwen3-reranker-4b-context,Qwen3-Reranker-4B — context declaration,https://huggingface.co/Qwen/Qwen3-Reranker-4B/blob/22e683669bc0f0bd69640a1354a6d0aebcfeede5/README.md,"README.md: context length / model specification / usage limits; matching lines 31, 37, 39, 40, 41, 42, 43, 44, 49, 117, 121, 144",22e683669bc0f0bd69640a1354a6d0aebcfeede5,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-4B؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:qwen-qwen3-reranker-4b-weight-files,Qwen3-Reranker-4B — selected weight-file sizes,https://huggingface.co/api/models/Qwen/Qwen3-Reranker-4B?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,22e683669bc0f0bd69640a1354a6d0aebcfeede5,2026-09-15,calculated-from-specifications,Qwen/Qwen3-Reranker-4B؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:qwen-qwen3-reranker-8b-card,Qwen3-Reranker-8B — model card,https://huggingface.co/Qwen/Qwen3-Reranker-8B/blob/77d193c791ed757ca307ee72715aa132723da912/README.md,"README.md: model description / architecture / intended use; matching lines 16, 18, 24, 27",77d193c791ed757ca307ee72715aa132723da912,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-8B؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:qwen-qwen3-reranker-8b-metadata,Qwen3-Reranker-8B — Hub metadata,https://huggingface.co/api/models/Qwen/Qwen3-Reranker-8B?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,77d193c791ed757ca307ee72715aa132723da912,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-8B؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:qwen-qwen3-reranker-8b-parameters,Qwen3-Reranker-8B — parameter specification,https://huggingface.co/Qwen/Qwen3-Reranker-8B/blob/77d193c791ed757ca307ee72715aa132723da912/README.md,"README.md: parameter count / named model variant; matching lines 10, 29, 47, 67, 90, 93, 139, 141, 143, 186",77d193c791ed757ca307ee72715aa132723da912,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-8B؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:qwen-qwen3-reranker-8b-license,Qwen3-Reranker-8B — license declaration,https://huggingface.co/Qwen/Qwen3-Reranker-8B/blob/77d193c791ed757ca307ee72715aa132723da912/README.md,README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 2,77d193c791ed757ca307ee72715aa132723da912,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-8B؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:qwen-qwen3-reranker-8b-config,Qwen3-Reranker-8B — configuration,https://huggingface.co/Qwen/Qwen3-Reranker-8B/blob/77d193c791ed757ca307ee72715aa132723da912/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",77d193c791ed757ca307ee72715aa132723da912,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-8B؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:qwen-qwen3-reranker-8b-context,Qwen3-Reranker-8B — context declaration,https://huggingface.co/Qwen/Qwen3-Reranker-8B/blob/77d193c791ed757ca307ee72715aa132723da912/README.md,"README.md: context length / model specification / usage limits; matching lines 34, 40, 42, 43, 44, 45, 46, 47, 52, 120, 124, 147",77d193c791ed757ca307ee72715aa132723da912,2026-09-15,publisher-report,Qwen/Qwen3-Reranker-8B؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:qwen-qwen3-reranker-8b-weight-files,Qwen3-Reranker-8B — selected weight-file sizes,https://huggingface.co/api/models/Qwen/Qwen3-Reranker-8B?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,77d193c791ed757ca307ee72715aa132723da912,2026-09-15,calculated-from-specifications,Qwen/Qwen3-Reranker-8B؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:qwen-qwen3-vl-8b-instruct-card,Qwen3-VL-8B-Instruct — model card,https://huggingface.co/Qwen/Qwen3-VL-8B-Instruct/blob/0c351dd01ed87e9c1b53cbc748cba10e6187ff3b/README.md,"README.md: model description / architecture / intended use; matching lines 16, 18, 40",0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,2026-09-15,publisher-report,Qwen/Qwen3-VL-8B-Instruct؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:qwen-qwen3-vl-8b-instruct-metadata,Qwen3-VL-8B-Instruct — Hub metadata,https://huggingface.co/api/models/Qwen/Qwen3-VL-8B-Instruct?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,2026-09-15,publisher-report,Qwen/Qwen3-VL-8B-Instruct؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
