softwareReleaseId,capability,status,provision,evidenceIds,note
software-release:tei-v1-9-3,tool-use,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tei-v1-9-3,reasoning-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tei-v1-9-3,model-template-selection,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tei-v1-9-3,parser-selection,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tei-v1-9-3,monitoring,conditional,native,evidence:software-tei-monitoring,مدل، معماری، runtime و تنظیمات لازم باید مطابق مستندات همین نسخه انتخاب شوند؛ هنوز deployment مشخصی آزموده نشده است.
software-release:tei-v1-9-3,metrics,conditional,native,evidence:software-tei-metrics,مدل، معماری، runtime و تنظیمات لازم باید مطابق مستندات همین نسخه انتخاب شوند؛ هنوز deployment مشخصی آزموده نشده است.
software-release:tei-v1-9-3,health-check,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tei-v1-9-3,authentication,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tei-v1-9-3,rate-limiting,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,task-generation,conditional,native,evidence:software-airllm-task-generation,مسیر generate برای معماری پشتیبانی‌شده و نسخهٔ وابستگی صحیح؛ inference فقط، آموزش خارج از دامنهٔ این بسته.
software-release:airllm-v4-0-0,task-embedding,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,task-reranking,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,task-classification,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,queueing,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,concurrency,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,continuous-batching,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,admission-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,model-load-unload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,multi-model,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,cold-start-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,prefix-caching,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,speculative-decoding,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,cpu-gpu-offload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,kv-cache-offload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,layer-wise-loading,conditional,native,evidence:software-airllm-layer-wise-loading,فقط معماری‌های مشخص و وابستگی‌های سازگار در Supported Models؛ وزن و فضای تبدیل باید در دیسک/رم موجود باشد.
software-release:airllm-v4-0-0,multi-gpu-sharding,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,independent-replicas,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,streaming,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,structured-output,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,tool-use,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,reasoning-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,model-template-selection,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,parser-selection,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,monitoring,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,metrics,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,health-check,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,authentication,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:airllm-v4-0-0,rate-limiting,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,task-generation,conditional,native,evidence:software-transformers-task-generation,مدل، معماری، runtime و تنظیمات لازم باید مطابق مستندات همین نسخه انتخاب شوند؛ هنوز deployment مشخصی آزموده نشده است.
software-release:transformers-v5-17-0,task-embedding,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,task-reranking,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,task-classification,conditional,native,evidence:software-transformers-task-classification,مدل، معماری، runtime و تنظیمات لازم باید مطابق مستندات همین نسخه انتخاب شوند؛ هنوز deployment مشخصی آزموده نشده است.
software-release:transformers-v5-17-0,queueing,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,concurrency,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,continuous-batching,conditional,native,evidence:software-transformers-continuous-batching,مدل، معماری، runtime و تنظیمات لازم باید مطابق مستندات همین نسخه انتخاب شوند؛ هنوز deployment مشخصی آزموده نشده است.
software-release:transformers-v5-17-0,admission-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,model-load-unload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,multi-model,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,cold-start-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,prefix-caching,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,speculative-decoding,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,cpu-gpu-offload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,kv-cache-offload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,layer-wise-loading,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,multi-gpu-sharding,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,independent-replicas,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,streaming,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,structured-output,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,tool-use,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,reasoning-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,model-template-selection,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,parser-selection,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,monitoring,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,metrics,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,health-check,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,authentication,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:transformers-v5-17-0,rate-limiting,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,task-generation,conditional,external-component,evidence:software-litellm-task-generation,ارسال درخواست به provider/backend پیکربندی‌شده؛ LiteLLM موتور محاسبهٔ وزن مدل نیست.
software-release:litellm-v1-101-0,task-embedding,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,task-reranking,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,task-classification,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,queueing,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,concurrency,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,continuous-batching,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,admission-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,model-load-unload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,multi-model,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,cold-start-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,prefix-caching,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,speculative-decoding,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,cpu-gpu-offload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,kv-cache-offload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,layer-wise-loading,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,multi-gpu-sharding,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,independent-replicas,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,streaming,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,structured-output,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,tool-use,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,reasoning-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,model-template-selection,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,parser-selection,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,monitoring,conditional,native,evidence:software-litellm-monitoring,LiteLLM Proxy و پیکربندی ذخیره‌سازی/گزارش‌گیری لازم؛ تفکیک امکانات enterprise حفظ شود.
software-release:litellm-v1-101-0,metrics,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,health-check,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:litellm-v1-101-0,authentication,conditional,native,evidence:software-litellm-authentication,LiteLLM Proxy؛ این قابلیت به صورت خودکار امنیت backend را تضمین نمی‌کند.
software-release:litellm-v1-101-0,rate-limiting,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,task-generation,conditional,external-component,evidence:software-open-webui-task-generation,backend محلی یا خارجی مانند Ollama/vLLM؛ Open WebUI خودش موتور اجرای وزن‌ها نیست.
software-release:open-webui-v0-11-3,task-embedding,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,task-reranking,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,task-classification,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,queueing,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,concurrency,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,continuous-batching,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,admission-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,model-load-unload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,multi-model,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,cold-start-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,prefix-caching,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,speculative-decoding,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,cpu-gpu-offload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,kv-cache-offload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,layer-wise-loading,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,multi-gpu-sharding,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,independent-replicas,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,streaming,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,structured-output,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,tool-use,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,reasoning-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,model-template-selection,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,parser-selection,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,monitoring,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,metrics,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,health-check,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:open-webui-v0-11-3,authentication,conditional,native,evidence:software-open-webui-authentication,پیکربندی احراز هویت و نقش‌ها مطابق این انتشار؛ امنیت backend جداست.
software-release:open-webui-v0-11-3,rate-limiting,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,task-generation,conditional,native,evidence:software-tgi-task-generation,مدل، معماری، runtime و تنظیمات لازم باید مطابق مستندات همین نسخه انتخاب شوند؛ هنوز deployment مشخصی آزموده نشده است.
software-release:tgi-v3-3-7,task-embedding,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,task-reranking,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,task-classification,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,queueing,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,concurrency,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,continuous-batching,conditional,native,evidence:software-tgi-continuous-batching,مدل، معماری، runtime و تنظیمات لازم باید مطابق مستندات همین نسخه انتخاب شوند؛ هنوز deployment مشخصی آزموده نشده است.
software-release:tgi-v3-3-7,admission-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,model-load-unload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,multi-model,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,cold-start-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,prefix-caching,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,speculative-decoding,conditional,native,evidence:software-tgi-speculative-decoding,مدل، معماری، runtime و تنظیمات لازم باید مطابق مستندات همین نسخه انتخاب شوند؛ هنوز deployment مشخصی آزموده نشده است.
software-release:tgi-v3-3-7,cpu-gpu-offload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,kv-cache-offload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,layer-wise-loading,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,multi-gpu-sharding,conditional,native,evidence:software-tgi-multi-gpu-sharding,مدل، معماری، runtime و تنظیمات لازم باید مطابق مستندات همین نسخه انتخاب شوند؛ هنوز deployment مشخصی آزموده نشده است.
software-release:tgi-v3-3-7,independent-replicas,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,streaming,conditional,native,evidence:software-tgi-streaming,مدل، معماری، runtime و تنظیمات لازم باید مطابق مستندات همین نسخه انتخاب شوند؛ هنوز deployment مشخصی آزموده نشده است.
software-release:tgi-v3-3-7,structured-output,conditional,native,evidence:software-tgi-structured-output,مدل، معماری، runtime و تنظیمات لازم باید مطابق مستندات همین نسخه انتخاب شوند؛ هنوز deployment مشخصی آزموده نشده است.
software-release:tgi-v3-3-7,tool-use,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,reasoning-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,model-template-selection,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,parser-selection,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,monitoring,conditional,native,evidence:software-tgi-monitoring,مدل، معماری، runtime و تنظیمات لازم باید مطابق مستندات همین نسخه انتخاب شوند؛ هنوز deployment مشخصی آزموده نشده است.
software-release:tgi-v3-3-7,metrics,conditional,native,evidence:software-tgi-metrics,مدل، معماری، runtime و تنظیمات لازم باید مطابق مستندات همین نسخه انتخاب شوند؛ هنوز deployment مشخصی آزموده نشده است.
software-release:tgi-v3-3-7,health-check,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,authentication,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:tgi-v3-3-7,rate-limiting,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,task-generation,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,task-embedding,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,task-reranking,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,task-classification,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,queueing,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,concurrency,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,continuous-batching,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,admission-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,model-load-unload,conditional,native,evidence:software-lm-studio-release,مدل و backend سازگار؛ انتشار 0.4.24 Build 1.
software-release:lm-studio-0-4-24-build-1,multi-model,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,cold-start-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,prefix-caching,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,speculative-decoding,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,cpu-gpu-offload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,kv-cache-offload,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,layer-wise-loading,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,multi-gpu-sharding,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,independent-replicas,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,streaming,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,structured-output,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,tool-use,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,reasoning-control,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,model-template-selection,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,parser-selection,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,monitoring,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,metrics,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,health-check,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,authentication,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
software-release:lm-studio-0-4-24-build-1,rate-limiting,not-reviewed,,,نبود شاهد به معنی نبود قابلیت نیست.
